"OrganizationID","MLocID","StationDes","AU_GNIS_Name","GNIS_Name","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","EcoRegion2","EcoRegion3","wqstd_code","Pollu_ID","Calc_Crit","Combine_Result_Cmnts","Combine_Result","Activity_Type","SampleMedia","SampleSubmedia","SampleStartDate","SampleStartTime","SampleStartTZ","chr_uid","Char_Name","Char_Speciation","Sample_Fraction","CASNumber","Result_UID","Result_status","Result_Numeric","IRResultNWQSunit","ActDepthUnit","Result_Depth","act_depth_height","Result_Depth_Unit","Act_Depth_Top","Act_Depth_Top_Unit","Act_Depth_Bottom","Act_Depth_Bottom_Unit","Time_Basis","Statistical_Base","Statistic_N_Value","act_sam_compnt_name","lab_Comments","General_Comments","Analytical_method","QualifierAbbr","QualifierTxt","IDLType","IDLValue","IDLUnit","MDLType","MDLValue","MDLUnit","MRLType","MRLUnit","MRLValue","URLType","URLValue","URLUnit","TribalLand","Result_Operator","Result_Unit","IRWQSUnitName","Result_Type","analysis_comment","Alkalinity","Calcium","Chloride","Conductivity","DOC","Hardness","Magnesium","Organic.carbon","pH","Potassium","Sodium","Sulfate","Temperature..water","TOC"
"OREGONDEQ","10344-ORDEQ","Willamette River at Wheatland Ferry","Willamette River","Willamette River","River/Stream","Lambert Slough-Willamette River",87,"OR_SR_1709000703_04_104013",2,2,4,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water",NA,2019-08-29,"11:15:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",58433200,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,26,5.81,3.52,73,1.48,22.1,1.84,NA,7.7,0.95,4.74,3.47,21.1,1.34
"OREGONDEQ","10344-ORDEQ","Willamette River at Wheatland Ferry","Willamette River","Willamette River","River/Stream","Lambert Slough-Willamette River",87,"OR_SR_1709000703_04_104013",2,2,4,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water",NA,2019-08-29,"11:15:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",58433199,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,26,5.81,3.52,73,1.48,22.1,1.84,NA,7.7,0.95,4.74,3.47,21.1,1.34
"OREGONDEQ","10344-ORDEQ","Willamette River at Wheatland Ferry","Willamette River","Willamette River","River/Stream","Lambert Slough-Willamette River",87,"OR_SR_1709000703_04_104013",2,2,4,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-24,"15:00:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",67862599,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,26,5.43,2.4,67,1.39,21.3,1.88,NA,7.6,0.74,4.32,2.39,21.7,1.38
"OREGONDEQ","10344-ORDEQ","Willamette River at Wheatland Ferry","Willamette River","Willamette River","River/Stream","Lambert Slough-Willamette River",87,"OR_SR_1709000703_04_104013",2,2,4,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-24,"15:00:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",67862598,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,26,5.43,2.4,67,1.39,21.3,1.88,NA,7.6,0.74,4.32,2.39,21.7,1.38
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-02-01,"09:59:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",60307616,"Final",0.59,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,24,5.84,2.59,69,1.84,22.6,1.95,NA,7.4,0.67,3.68,2.61,7.1,2.15
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-02-01,"09:59:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",60307617,"Final",1.32,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,24,5.84,2.59,69,1.84,22.6,1.95,NA,7.4,0.67,3.68,2.61,7.1,2.15
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-04-19,"11:38:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",60355531,"Final",1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,27,5.84,2.57,72,1.39,23.8,2.24,NA,7.8,0.73,4.54,2.61,15.3,1.29
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-04-19,"11:38:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",60355532,"Final",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,27,5.84,2.57,72,1.39,23.8,2.24,NA,7.8,0.73,4.54,2.61,15.3,1.29
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-06-27,"11:11:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",59640294,"Final",0.44,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,29,5.95,2.66,77,1.3,24,2.21,NA,7.9,1,5.51,3.47,20.5,1.28
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-06-27,"11:11:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",59640293,"Final",1.28,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,29,5.95,2.66,77,1.3,24,2.21,NA,7.9,1,5.51,3.47,20.5,1.28
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-08-09,"16:50:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",59671792,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","SA3::Q Comparisons between related parameters are inconsistent.;","Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,28,5.69,2.23,74,1.45,23.1,2.16,NA,7.8,1.11,5.97,3.94,20.7,1.26
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-12-06,"16:00:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",60469176,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,26,6.11,2.52,72,2.45,24,2.13,NA,7.5,0.74,4.03,2.43,9.1,2.12
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-12-06,"16:00:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",60469175,"Final",2.32,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,26,6.11,2.52,72,2.45,24,2.13,NA,7.5,0.74,4.03,2.43,9.1,2.12
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-08-29,"09:17:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",58433019,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,28,5.14,2.23,71,1.53,20.3,1.82,NA,7.6,1.01,4.8,3.68,19.8,1.26
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-08-29,"09:17:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",58433021,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,28,5.14,2.23,71,1.53,20.3,1.82,NA,7.6,1.01,4.8,3.68,19.8,1.26
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-01-29,"00:00:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",62811927,"Final",3.46,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,22,4.94,2.04,56,2.34,19.2,1.66,NA,7.2,0.8,3.32,1.9,8.3,3.12
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-01-29,"00:00:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",62811926,"Final",1.98,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,22,4.94,2.04,56,2.34,19.2,1.66,NA,7.2,0.8,3.32,1.9,8.3,3.12
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-24,"10:30:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",67862409,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,28,5.65,2.51,83,1.39,23.1,2.17,NA,7.71,0.89,5.27,3.2,19.9,1.24
"OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","Willamette River","Willamette River","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2020-06-24,"10:30:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",67862410,"Final",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,NA,NA,NA,"Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"<","ug/l","ug/l","Actual",NA,28,5.65,2.51,83,1.39,23.1,2.17,NA,7.71,0.89,5.27,3.2,19.9,1.24
"OREGONDEQ","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","Willamette River","Willamette River","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-02-01,"13:27:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",60307749,"Final",1.13,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,22,5.3,2.28,60,1.53,20.7,1.81,NA,7.5,0.65,3.51,3.17,8,1.48
"OREGONDEQ","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","Willamette River","Willamette River","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-02-01,"13:27:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",60307748,"Final",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,22,5.3,2.28,60,1.53,20.7,1.81,NA,7.5,0.65,3.51,3.17,8,1.48
"OREGONDEQ","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","Willamette River","Willamette River","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2016-06-27,"14:13:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",59640425,"Final",1.12,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,"Metals in Waters by ICP/MS",NA,NA,NA,NA,NA,"Method Detection Level",0.15,"ug/l","Minimum Reporting Level","ug/l",1.5,NA,NA,NA,0,"=","ug/l","ug/l","Actual",NA,28,5.73,2.15,72,1.25,23.1,2.13,NA,7.7,1.01,5.42,3.42,21.1,1.29
